Model,seed,rho,mixing_distribution,SINR,SNRinp_target,SNRinp_measured,execution_time,n_sources,n_mixtures,n_samples,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,900,0.0,student_t_df5,26.239531279846055,30.0,30.003846025521803,15.105945841001812,5,10,100000,26.19159543309327,29.360608933699428,24.659858861987875,26.5260558364401,25.723753185659337
PredictiveDecorrBSS,1000,0.0,student_t_df5,26.170499511215773,30.0,29.992263258772866,15.808564998998918,5,10,100000,29.04674677727163,26.09982921245653,25.805606653432406,24.863057254960385,26.048745411902203
PredictiveDecorrBSS,1100,0.0,student_t_df5,23.991900940566353,30.0,29.991035624538938,15.398948430000019,5,10,100000,22.212619577443846,22.327246076504586,26.380634205378406,24.752408734944503,26.129230666269954
PredictiveDecorrBSS,1200,0.0,student_t_df5,26.868754856577194,30.0,29.995655260855965,14.991121514998667,5,10,100000,28.89630418562293,27.94186736573049,23.365116238833508,27.49066658252877,30.043667394653
PredictiveDecorrBSS,1300,0.0,student_t_df5,27.927492047015534,30.0,29.997184451852412,15.103596578999714,5,10,100000,27.236591169929415,28.646955946587003,26.23052312082976,30.77308106154115,28.003528477471278
PredictiveDecorrBSS,1400,0.0,student_t_df5,26.261268604112693,30.0,29.992867246864613,15.637725591997878,5,10,100000,28.742267383032008,25.547319759334748,25.843859168109645,26.623219574407297,25.351596800443033
PredictiveDecorrBSS,1500,0.0,student_t_df5,27.242644826546,30.0,29.99828442862737,15.59627367000212,5,10,100000,26.42509482616734,27.211415862991466,27.823115521594556,26.67158801104455,28.372801987014938
PredictiveDecorrBSS,1600,0.0,student_t_df5,26.381443760912802,30.0,29.9921278911839,15.348372223998012,5,10,100000,29.946057563721222,25.233225081276064,25.475784961197178,27.43935435724451,25.426958097221465
PredictiveDecorrBSS,1700,0.0,student_t_df5,27.673785230574218,30.0,30.011283625620102,15.458460455000022,5,10,100000,30.94889069958739,27.072775347567124,26.364764822445007,26.745637142329933,28.679706972760858
PredictiveDecorrBSS,1800,0.0,student_t_df5,26.572054125580244,30.0,29.993434607708135,15.89692694599944,5,10,100000,24.395649821632478,28.669112693083466,28.231190291455558,25.729932980578045,27.33919229172921
PredictiveDecorrBSS,1900,0.0,student_t_df5,25.44027605693827,30.0,30.00531168256281,16.33378015099879,5,10,100000,25.446674103353967,26.50738851409774,25.34179192418605,26.095136996260035,24.182626083252718
PredictiveDecorrBSS,2000,0.0,student_t_df5,25.945589604847896,30.0,30.00436761257567,16.792466588001844,5,10,100000,25.012338048569823,28.371378897558554,24.46404539514201,24.979001543424996,28.676847929791695
PredictiveDecorrBSS,2100,0.0,student_t_df5,26.00156536948588,30.0,29.997750661190473,17.879493781001656,5,10,100000,31.95290301120008,28.046926292796016,22.62079127346446,28.54137566626488,24.586807996309524
PredictiveDecorrBSS,2200,0.0,student_t_df5,6.377877545290469,30.0,29.98695173850959,17.909887876998255,5,10,100000,1.2820629958627752,22.22846882513421,5.638624695171092,25.336007703532974,25.745571892643312
PredictiveDecorrBSS,2300,0.0,student_t_df5,25.1377424915826,30.0,30.000240371912202,19.3691109829997,5,10,100000,29.04638882486296,27.049233257101108,22.21694989849851,26.40219721179516,24.209168359430407
PredictiveDecorrBSS,2400,0.0,student_t_df5,26.229524523547603,30.0,29.997145541241967,17.28014304700264,5,10,100000,27.069540024903837,26.270231376106608,25.06569925137085,26.968150587628283,26.080692877439592
PredictiveDecorrBSS,2500,0.0,student_t_df5,27.11600102721599,30.0,30.002693543469245,17.685359037001035,5,10,100000,28.787845507752795,23.954053777165043,27.578372383126162,28.39860309684907,29.27419249291361
PredictiveDecorrBSS,2600,0.0,student_t_df5,24.628702122955225,30.0,30.0036852247938,18.724386149002385,5,10,100000,27.785992024746037,23.595627795066207,23.984848645860524,23.014589212362555,26.564045379011077
PredictiveDecorrBSS,2700,0.0,student_t_df5,26.607663162118946,30.0,29.98734573283503,20.55960053200033,5,10,100000,27.386902672361344,27.675882232727634,26.347102590260235,26.01336745355782,25.908786697326406
PredictiveDecorrBSS,2800,0.0,student_t_df5,26.43323159605505,30.0,29.9924169321704,20.573518358,5,10,100000,28.306833641117226,26.839193624613312,25.09876611921768,27.613916161753032,25.231435063216843
PredictiveDecorrBSS,2900,0.0,student_t_df5,26.4456040603434,30.0,30.002966654018547,20.25848302200029,5,10,100000,28.09835009089231,26.840174977150483,26.58191945306884,24.9716855558647,26.324057512711008
